rok,vek,pohlavie,kategoria,pocet,priemer_eur
2015,81,Z,CV,6,149.07
2015,82,Z,S,15252,355.65
2015,82,Z,C,948,270.28
2015,82,Z,V,94,193.81
2015,82,Z,CV,6,147.27
2015,83,Z,S,14313,351.39
2015,83,Z,C,902,267.08
2015,83,Z,V,89,191.49
2015,83,Z,CV,6,145.54
2015,84,Z,S,13335,347.14
2015,84,Z,C,851,263.83
2015,84,Z,V,83,189.23
2015,84,Z,CV,5,143.81
2015,85,Z,S,12326,342.95
2015,85,Z,C,797,260.63
2015,85,Z,V,78,186.9
2015,85,Z,CV,5,142.02
2015,86,Z,S,11143,338.69
2015,86,Z,C,729,257.38
2015,86,Z,V,71,184.57
2015,86,Z,CV,5,140.29
2015,87,Z,S,9985,334.44
2015,87,Z,C,662,254.18
2015,87,Z,V,64,182.31
2015,87,Z,CV,4,138.56
2015,88,Z,S,8856,330.25
2015,88,Z,C,594,250.99
2015,88,Z,V,57,179.98
2015,88,Z,CV,4,136.77
2015,89,Z,S,7766,325.99
2015,89,Z,C,528,247.74
2015,89,Z,V,50,177.66
2015,89,Z,CV,3,135.04
2015,90,Z,S,6724,321.74
2015,90,Z,C,462,244.54
2015,90,Z,V,43,175.33
2015,90,Z,CV,3,133.24
2015,91,Z,S,5775,317.55
2015,91,Z,C,402,241.29
2015,91,Z,V,38,173.07
2015,91,Z,CV,3,131.51
2015,92,Z,S,4885,313.29
2015,92,Z,C,344,238.09
2015,92,Z,V,32,170.74
2015,92,Z,CV,2,129.79
2015,93,Z,S,4063,309.04
2015,93,Z,C,290,234.9
2015,93,Z,V,27,168.41
2015,93,Z,CV,2,127.99
2015,94,Z,S,3317,304.85
2015,94,Z,C,239,231.65
2015,94,Z,V,22,166.15
2015,94,Z,CV,2,126.26
2015,95,Z,S,2654,300.59
2015,95,Z,C,194,228.45
2015,95,Z,V,18,163.83
2015,95,Z,CV,1,124.53
2016,61,M,S,3942,463.16
2016,61,M,P,40,433.07
2016,61,M,C,239,352.03
2016,61,M,V,164,252.43
2016,61,M,PC,2,329.15
2016,61,M,PV,1,236.04
2016,61,M,CV,10,191.84
2016,62,M,S,12342,476.46
2016,62,M,P,108,445.49
2016,62,M,C,760,362.08
2016,62,M,V,517,259.65
2016,62,M,PC,7,338.53
2016,62,M,PV,2,242.78
2016,62,M,CV,32,197.3
2016,63,M,S,20331,489.68
2016,63,M,P,153,457.83
2016,63,M,C,1274,372.14
2016,63,M,V,858,266.87
2016,63,M,PC,10,347.98
2016,63,M,PV,3,249.53
2016,63,M,CV,54,202.84
2016,64,M,S,23466,502.91
2016,64,M,P,151,470.18
2016,64,M,C,1496,382.19
2016,64,M,V,996,274.09
2016,64,M,PC,10,357.36
2016,64,M,PV,3,256.28
2016,64,M,CV,63,208.3
2016,65,M,S,22793,516.13
2016,65,M,P,125,482.6
2016,65,M,C,1477,392.25
2016,65,M,V,974,281.31
2016,65,M,PC,8,366.74
2016,65,M,PV,2,263.03
2016,65,M,CV,63,213.77
2016,66,M,S,22077,529.36
2016,66,M,P,104,494.95
2016,66,M,C,1455,402.3
2016,66,M,V,949,288.53
2016,66,M,PC,7,376.19
2016,66,M,PV,2,269.77
2016,66,M,CV,63,219.23
2016,67,M,S,21101,524.1
2016,67,M,P,85,490.02
2016,67,M,C,1414,398.32
2016,67,M,V,913,285.63
2016,67,M,PC,6,372.41
2016,67,M,PV,1,267.08
2016,67,M,CV,61,217.07
2016,68,M,S,20113,518.77
2016,68,M,P,69,485.03
2016,68,M,C,1369,394.27
2016,68,M,V,876,282.73
2016,68,M,PC,5,368.63
2016,68,M,PV,1,264.38
2016,68,M,CV,60,214.85
2016,69,M,S,19105,513.5
2016,69,M,P,56,480.1
2016,69,M,C,1322,390.22
2016,69,M,V,837,279.83
2016,69,M,PC,4,364.85
2016,69,M,PV,1,261.68
2016,69,M,CV,58,212.69
2016,70,M,S,18078,508.17
2016,70,M,P,46,475.18
2016,70,M,C,1270,386.24
2016,70,M,V,797,276.99
2016,70,M,PC,3,361.14
2016,70,M,PV,1,258.98
2016,70,M,CV,56,210.46
2016,71,M,S,17033,502.91
2016,71,M,P,37,470.18
2016,71,M,C,1215,382.19
2016,71,M,V,756,274.09
2016,71,M,PC,3,357.36
2016,71,M,PV,1,256.28
2016,71,M,CV,54,208.3
2016,72,M,S,16287,497.58
2016,72,M,P,30,465.26
2016,72,M,C,1180,378.21
2016,72,M,V,727,271.19
2016,72,M,PC,2,353.58
2016,72,M,PV,1,253.58
2016,72,M,CV,53,206.08
2016,73,M,S,15492,492.31
2016,73,M,P,25,460.33
2016,73,M,C,1140,374.16
2016,73,M,V,696,268.29
2016,73,M,PC,2,349.8
2016,73,M,CV,51,203.92
2016,74,M,S,14652,486.98
2016,74,M,P,20,455.34
2016,74,M,C,1094,370.11
2016,74,M,V,662,265.46
2016,74,M,PC,1,346.09
2016,74,M,CV,49,201.69
2016,75,M,S,13769,481.72
2016,75,M,P,16,450.41
2016,75,M,C,1043,366.13
2016,75,M,V,626,262.55
2016,75,M,PC,1,342.31
2016,75,M,CV,47,199.53
2016,76,M,S,12851,476.46
2016,76,M,P,13,445.49
2016,76,M,C,988,362.08
2016,76,M,V,588,259.65
2016,76,M,PC,1,338.53
2016,76,M,CV,45,197.3
2016,77,M,S,11870,471.13
2016,77,M,P,10,440.49
2016,77,M,C,926,358.03
2016,77,M,V,546,256.75
2016,77,M,PC,1,334.76
2016,77,M,CV,43,195.14
2016,78,M,S,10878,465.86
2016,78,M,P,8,435.57
2016,78,M,C,860,354.05
2016,78,M,V,503,253.85
2016,78,M,PC,1,331.04
2016,78,M,CV,40,192.92
2016,79,M,S,9879,460.53
2016,79,M,P,6,430.64
2016,79,M,C,792,350.0
2016,79,M,V,460,251.02
2016,79,M,CV,37,190.76
2016,80,M,S,8883,455.27
2016,80,M,P,5,425.65
2016,80,M,C,722,346.02
2016,80,M,V,416,248.11
2016,80,M,CV,34,188.6
2016,81,M,S,7900,449.94
2016,81,M,P,4,420.72
2016,81,M,C,651,341.98
2016,81,M,V,372,245.21
2016,81,M,CV,31,186.37
2016,82,M,S,6969,444.68
2016,82,M,P,3,415.8
2016,82,M,C,582,337.93
2016,82,M,V,330,242.31
2016,82,M,CV,28,184.21
2016,83,M,S,6066,439.34
2016,83,M,P,2,410.8
2016,83,M,C,514,333.95
2016,83,M,V,289,239.48
2016,83,M,CV,24,181.99
2016,84,M,S,5203,434.08
2016,84,M,P,1,405.88
2016,84,M,C,447,329.9
2016,84,M,V,249,236.58
2016,84,M,CV,21,179.83
2016,85,M,S,4391,428.82
2016,85,M,P,1,400.88
2016,85,M,C,382,325.85
2016,85,M,V,212,233.67
2016,85,M,CV,18,177.6
2016,86,M,S,3641,423.49
2016,86,M,P,1,395.96
2016,86,M,C,321,321.87
2016,86,M,V,176,230.77
2016,86,M,CV,16,175.44
2016,87,M,S,2924,418.22
2016,87,M,P,1,391.03
2016,87,M,C,261,317.82
2016,87,M,V,143,227.94
2016,87,M,CV,13,173.21
2016,88,M,S,2300,412.89
2016,88,M,C,208,313.84
2016,88,M,V,113,225.04
2016,88,M,CV,10,171.06
2016,89,M,S,1768,407.63
2016,89,M,C,162,309.79
2016,89,M,V,87,222.14
2016,89,M,CV,8,168.83
2016,90,M,S,1324,402.3
2016,90,M,C,123,305.74
2016,90,M,V,66,219.23
2016,90,M,CV,6,166.67
2016,91,M,S,964,397.04
2016,91,M,C,90,301.76
2016,91,M,V,48,216.4
2016,91,M,CV,5,164.44
2016,92,M,S,684,391.71
2016,92,M,C,65,297.71
2016,92,M,V,34,213.5
2016,92,M,CV,3,162.28
2016,93,M,S,469,386.44
2016,93,M,C,45,293.66
2016,93,M,V,24,210.6
2016,93,M,CV,2,160.06
2016,94,M,S,309,381.11
2016,94,M,C,30,289.68
2016,94,M,V,16,207.7
2016,94,M,CV,2,157.9
2016,95,M,S,196,375.85
2016,95,M,C,19,285.63
2016,95,M,V,10,204.86
2016,95,M,CV,1,155.67
2016,60,Z,S,7567,365.19
2016,60,Z,P,82,341.5
2016,60,Z,C,335,277.53
2016,60,Z,V,41,199.06
2016,60,Z,PC,4,259.52
2016,60,Z,CV,2,151.28
2016,61,Z,S,17917,375.98
2016,61,Z,P,166,351.49
2016,61,Z,C,808,285.7
2016,61,Z,V,97,204.93
2016,61,Z,PC,7,267.14
2016,61,Z,CV,4,155.74
2016,62,Z,S,26117,386.71
2016,62,Z,P,207,361.54
2016,62,Z,C,1199,293.86
2016,62,Z,V,142,210.73
2016,62,Z,PC,10,274.77
2016,62,Z,CV,7,160.19
2016,63,Z,S,27765,397.44
2016,63,Z,P,188,371.6
2016,63,Z,C,1296,302.03
2016,63,Z,V,152,216.6
2016,63,Z,PC,9,282.39
2016,63,Z,CV,7,164.64
2016,64,Z,S,27429,408.17
2016,64,Z,P,159,381.65
2016,64,Z,C,1302,310.19
2016,64,Z,V,151,222.47
2016,64,Z,PC,8,290.09
2016,64,Z,CV,7,169.1
2016,65,Z,S,27066,418.9
2016,65,Z,P,135,391.71
2016,65,Z,C,1307,318.36
2016,65,Z,V,150,228.34
2016,65,Z,PC,6,297.71
2016,65,Z,CV,7,173.48
2016,66,Z,S,26670,429.7
2016,66,Z,P,113,401.76
2016,66,Z,C,1309,326.52
2016,66,Z,V,149,234.15
2016,66,Z,PC,6,305.33
2016,66,Z,CV,7,177.94
2016,67,Z,S,25957,425.38
2016,67,Z,P,94,397.71
2016,67,Z,C,1294,323.28
2016,67,Z,V,146,231.85
2016,67,Z,PC,5,302.3
2016,67,Z,CV,7,176.18
2016,68,Z,S,25232,421.06
2016,68,Z,P,79,393.73
2016,68,Z,C,1278,320.05
2016,68,Z,V,143,229.49
2016,68,Z,PC,4,299.19
2016,68,Z,CV,7,174.43
2016,69,Z,S,24487,416.74
2016,69,Z,P,65,389.68
2016,69,Z,C,1260,316.74
2016,69,Z,V,139,227.13
2016,69,Z,PC,3,296.16
2016,69,Z,CV,7,172.61
2016,70,Z,S,23718,412.49
2016,70,Z,P,54,385.63
2016,70,Z,C,1240,313.5
2016,70,Z,V,136,224.77
2016,70,Z,PC,3,293.12
2016,70,Z,CV,7,170.85
2016,71,Z,S,22925,408.17
2016,71,Z,P,45,381.65
2016,71,Z,C,1216,310.19
2016,71,Z,V,132,222.47
2016,71,Z,PC,2,290.09
2016,71,Z,CV,7,169.1
2016,72,Z,S,22543,403.85
2016,72,Z,P,38,377.6
2016,72,Z,C,1214,306.95
2016,72,Z,V,130,220.11
2016,72,Z,PC,2,286.98
2016,72,Z,CV,7,167.28
2016,73,Z,S,22109,399.6
2016,73,Z,P,32,373.62
2016,73,Z,C,1209,303.72
2016,73,Z,V,129,217.75
2016,73,Z,PC,2,283.94
2016,73,Z,CV,7,165.52
2016,74,Z,S,21622,395.28
2016,74,Z,P,27,369.57
2016,74,Z,C,1199,300.41
2016,74,Z,V,127,215.46
2016,74,Z,PC,1,280.91
2016,74,Z,CV,7,163.7
2016,75,Z,S,21079,390.96
2016,75,Z,P,22,365.59
2016,75,Z,C,1186,297.17
2016,75,Z,V,124,213.09
2016,75,Z,PC,1,277.87
2016,75,Z,CV,7,161.95
2016,76,Z,S,20480,386.71
2016,76,Z,P,18,361.54
2016,76,Z,C,1169,293.86
2016,76,Z,V,121,210.73
2016,76,Z,PC,1,274.77
2016,76,Z,CV,7,160.19
2016,77,Z,S,19763,382.39
2016,77,Z,P,15,357.56
2016,77,Z,C,1144,290.62
2016,77,Z,V,118,208.44
2016,77,Z,PC,1,271.73
2016,77,Z,CV,7,158.37
2016,78,Z,S,19000,378.08
2016,78,Z,P,13,353.51
2016,78,Z,C,1115,287.39
2016,78,Z,V,114,206.08
2016,78,Z,PC,1,268.69
2016,78,Z,CV,7,156.61
2016,79,Z,S,18187,373.82
2016,79,Z,P,10,349.53
2016,79,Z,C,1082,284.08
2016,79,Z,V,110,203.71
2016,79,Z,PC,1,265.66
2016,79,Z,CV,7,154.86
2016,80,Z,S,17325,369.51
2016,80,Z,P,8,345.48
2016,80,Z,C,1045,280.84
2016,80,Z,V,105,201.35
2016,80,Z,PC,1,262.55
2016,80,Z,CV,6,153.04
2016,81,Z,S,16417,365.19
2016,81,Z,P,7,341.5
2016,81,Z,C,1004,277.53
2016,81,Z,V,100,199.06
2016,81,Z,CV,6,151.28
2016,82,Z,S,15527,360.94
2016,82,Z,P,6,337.45
2016,82,Z,C,962,274.3
2016,82,Z,V,95,196.7
2016,82,Z,CV,6,149.46
2016,83,Z,S,14590,356.62
2016,83,Z,P,4,333.47
2016,83,Z,C,916,271.06
2016,83,Z,V,90,194.33
2016,83,Z,CV,6,147.71
2016,84,Z,S,13613,352.3
2016,84,Z,P,4,329.42
2016,84,Z,C,866,267.75
2016,84,Z,V,84,192.04
2016,84,Z,CV,5,145.95
2016,85,Z,S,12602,348.05
2016,85,Z,P,3,325.38
2016,85,Z,C,812,264.51
2016,85,Z,V,78,189.68
2016,85,Z,CV,5,144.13
2016,86,Z,S,11567,343.73
2016,86,Z,P,2,321.39
2016,86,Z,C,755,261.2
2016,86,Z,V,72,187.32
2016,86,Z,CV,5,142.38
2016,87,Z,S,10375,339.41
2016,87,Z,P,2,317.35
2016,87,Z,C,685,257.97
2016,87,Z,V,65,185.02
2016,87,Z,CV,4,140.62
2016,88,Z,S,9218,335.16
2016,88,Z,P,1,313.36
2016,88,Z,C,616,254.73
2016,88,Z,V,58,182.66
2016,88,Z,CV,4,138.8
2016,89,Z,S,8099,330.84
2016,89,Z,P,1,309.32
2016,89,Z,C,548,251.42
2016,89,Z,V,52,180.3
2016,89,Z,CV,3,137.05
2016,90,Z,S,7029,326.52
2016,90,Z,P,1,305.33
2016,90,Z,C,482,248.18
2016,90,Z,V,45,177.94
2016,90,Z,CV,3,135.22
2016,91,Z,S,6017,322.27
2016,91,Z,P,1,301.29
2016,91,Z,C,417,244.88
2016,91,Z,V,39,175.64
2016,91,Z,CV,3,133.47
2016,92,Z,S,5103,317.95
2016,92,Z,C,358,241.64
2016,92,Z,V,33,173.28
2016,92,Z,CV,2,131.72
2016,93,Z,S,4257,313.63
2016,93,Z,C,302,238.4
2016,93,Z,V,28,170.92
2016,93,Z,CV,2,129.89
2016,94,Z,S,3487,309.38
2016,94,Z,C,250,235.09
2016,94,Z,V,23,168.63
2016,94,Z,CV,2,128.14
2016,95,Z,S,2799,305.07
2016,95,Z,C,203,231.85
2016,95,Z,V,18,166.26
2016,95,Z,CV,1,126.39
2017,61,M,S,3865,475.87
2017,61,M,P,168,444.95
2017,61,M,C,233,361.69
2017,61,M,V,159,259.36
2017,61,M,PC,10,338.18
2017,61,M,PV,3,242.51
2017,61,M,CV,10,197.1
2017,62,M,S,12270,489.53
2017,62,M,P,455,457.71
2017,62,M,C,753,372.02
2017,62,M,V,508,266.78
2017,62,M,PC,28,347.82
2017,62,M,PV,8,249.44
2017,62,M,CV,31,202.72
2017,63,M,S,20303,503.12
2017,63,M,P,641,470.39
2017,63,M,C,1267,382.35
2017,63,M,V,847,274.19
2017,63,M,PC,40,357.53
2017,63,M,PV,11,256.38
2017,63,M,CV,53,208.4
2017,63,M,PCV,1,194.81
2017,64,M,S,23526,516.7
2017,64,M,P,633,483.08
2017,64,M,C,1494,392.68
2017,64,M,V,987,281.61
2017,64,M,PC,40,367.16
2017,64,M,PV,11,263.31
2017,64,M,CV,63,214.02
2017,64,M,PCV,1,200.08
2017,65,M,S,22931,530.29
2017,65,M,P,526,495.84
2017,65,M,C,1481,403.01
2017,65,M,V,968,289.03
2017,65,M,PC,34,376.8
2017,65,M,PV,9,270.24
2017,65,M,CV,63,219.63
2017,65,M,PCV,1,205.35
2017,66,M,S,22280,543.88
2017,66,M,P,437,508.52
2017,66,M,C,1463,413.34
2017,66,M,V,947,296.45
2017,66,M,PC,29,386.51
2017,66,M,PV,7,277.17
2017,66,M,CV,62,225.25
2017,67,M,S,21575,538.47
2017,67,M,P,361,503.46
2017,67,M,C,1440,409.25
2017,67,M,V,923,293.47
2017,67,M,PC,24,382.62
2017,67,M,PV,6,274.4
2017,67,M,CV,62,223.03
2017,68,M,S,20606,533.0
2017,68,M,P,295,498.33
2017,68,M,C,1397,405.09
2017,68,M,V,887,290.49
2017,68,M,PC,20,378.74
2017,68,M,PV,5,271.63
2017,68,M,CV,60,220.74
2017,69,M,S,19617,527.59
2017,69,M,P,240,493.27
2017,69,M,C,1352,400.93
2017,69,M,V,850,287.5
2017,69,M,PC,17,374.86
2017,69,M,PV,4,268.86
2017,69,M,CV,59,218.52
2017,70,M,S,18603,522.11
2017,70,M,P,194,488.21
2017,70,M,C,1302,396.84
2017,70,M,V,811,284.59
2017,70,M,PC,14,371.05
2017,70,M,PV,3,266.08
2017,70,M,CV,57,216.24
2017,71,M,S,17564,516.7
2017,71,M,P,157,483.08
2017,71,M,C,1249,392.68
2017,71,M,V,770,281.61
2017,71,M,PC,11,367.16
2017,71,M,PV,3,263.31
2017,71,M,CV,55,214.02
2017,72,M,S,16504,511.23
2017,72,M,P,126,478.02
2017,72,M,C,1191,388.59
2017,72,M,V,728,278.63
2017,72,M,PC,9,363.28
2017,72,M,PV,2,260.54
2017,72,M,CV,53,211.73
2017,73,M,S,15732,505.82
2017,73,M,P,103,472.96
2017,73,M,C,1153,384.43
2017,73,M,V,698,275.65
2017,73,M,PC,8,359.4
2017,73,M,PV,2,257.76
2017,73,M,CV,51,209.51
2017,74,M,S,14910,500.34
2017,74,M,P,83,467.83
2017,74,M,C,1109,380.27
2017,74,M,V,666,272.74
2017,74,M,PC,6,355.59
2017,74,M,PV,1,254.99
2017,74,M,CV,50,207.22
2017,75,M,S,14041,494.93
2017,75,M,P,67,462.77
2017,75,M,C,1060,376.18
2017,75,M,V,631,269.76
2017,75,M,PC,5,351.7
2017,75,M,PV,1,252.22
2017,75,M,CV,48,205.0
2017,76,M,S,13133,489.53
2017,76,M,P,54,457.71
2017,76,M,C,1006,372.02
2017,76,M,V,594,266.78
2017,76,M,PC,4,347.82
2017,76,M,PV,1,249.44
2017,76,M,CV,45,202.72
2017,77,M,S,12191,484.05
2017,77,M,P,43,452.58
2017,77,M,C,947,367.86
2017,77,M,V,554,263.79
2017,77,M,PC,3,343.94
2017,77,M,PV,1,246.67
2017,77,M,CV,43,200.5
2017,78,M,S,11193,478.64
2017,78,M,P,34,447.51
2017,78,M,C,882,363.77
2017,78,M,V,512,260.81
2017,78,M,PC,3,340.12
2017,78,M,PV,1,243.9
2017,78,M,CV,40,198.21
2017,79,M,S,10189,473.17
2017,79,M,P,26,442.45
2017,79,M,C,814,359.61
2017,79,M,V,469,257.9
2017,79,M,PC,2,336.24
2017,79,M,CV,37,195.99
2017,80,M,S,9184,467.76
2017,80,M,P,20,437.32
2017,80,M,C,744,355.52
2017,80,M,V,425,254.92
2017,80,M,PC,2,332.36
2017,80,M,CV,34,193.77
2017,81,M,S,8190,462.28
2017,81,M,P,15,432.26
2017,81,M,C,673,351.36
2017,81,M,V,381,251.94
2017,81,M,PC,1,328.48
2017,81,M,CV,31,191.48
2017,82,M,S,7218,456.87
2017,82,M,P,12,427.2
2017,82,M,C,601,347.2
2017,82,M,V,338,248.96
2017,82,M,PC,1,324.66
2017,82,M,CV,28,189.27
2017,83,M,S,6303,451.4
2017,83,M,P,9,422.07
2017,83,M,C,532,343.11
2017,83,M,V,297,246.05
2017,83,M,PC,1,320.78
2017,83,M,CV,25,186.98
2017,84,M,S,5425,445.99
2017,84,M,P,6,417.01
2017,84,M,C,464,338.95
2017,84,M,V,257,243.07
2017,84,M,PC,1,316.9
2017,84,M,CV,22,184.76
2017,85,M,S,4596,440.58
2017,85,M,P,5,411.88
2017,85,M,C,398,334.79
2017,85,M,V,219,240.08
2017,85,M,CV,19,182.47
2017,86,M,S,3826,435.1
2017,86,M,P,3,406.82
2017,86,M,C,336,330.7
2017,86,M,V,183,237.1
2017,86,M,CV,16,180.25
2017,87,M,S,3125,429.7
2017,87,M,P,2,401.76
2017,87,M,C,278,326.54
2017,87,M,V,151,234.19
2017,87,M,CV,13,177.97
2017,88,M,S,2468,424.22
2017,88,M,P,2,396.63
2017,88,M,C,222,322.45
2017,88,M,V,120,231.21
2017,88,M,CV,11,175.75
2017,89,M,S,1907,418.81
2017,89,M,P,1,391.57
2017,89,M,C,174,318.29
2017,89,M,V,93,228.23
2017,89,M,CV,8,173.46
2017,90,M,S,1436,413.34
2017,90,M,P,1,386.51
2017,90,M,C,133,314.13
2017,90,M,V,70,225.25
